unix_timestamp,esc_data
1790136506.7701967,2,0,-3,-2,17348,25785,20267,16445,408529,408531,408526,408528,0,0,0,0
1790136506.8214314,0,-21,-2,-1,17350,25784,20266,16446,408559,408561,408556,408558,0,0,0,0
1790136506.8610156,-5,-2,4,0,17349,25785,20267,16446,408589,408591,408586,408588,0,0,0,0
1790136506.921352,2,-4,-3,0,17346,25786,20269,16443,408619,408621,408616,408618,0,0,0,0
1790136506.980524,-3,-1,-1,1,17346,25788,20271,16441,408649,408651,408646,408648,0,0,0,0
1790136507.0463238,-3,-6,1,3,17347,25787,20270,16442,408679,408681,408676,408678,0,0,0,0
1790136507.08317,3,0,-1,2,17346,25787,20269,16443,408709,408711,408706,408708,0,0,0,0
1790136507.1436458,1,-3,-1,-1,17347,25786,20268,16444,408739,408741,408736,408738,0,0,0,0
1790136507.1810958,6,5,-3,1,17346,25786,20269,16443,408769,408771,408766,408768,0,0,0,0
1790136507.2436502,0,3,-4,2,17346,25788,20271,16442,408799,408801,408796,408798,0,0,0,0
1790136507.288622,0,0,0,-4,17345,25790,20272,16439,408829,408831,408826,408828,0,0,0,0
1790136507.3419533,-1,3,1,3,17345,25788,20271,16440,408859,408861,408856,408858,0,0,0,0
1790136507.4029286,2,-1,0,1,17347,25786,20268,16442,408889,408891,408886,408888,0,0,0,0
1790136507.4485016,-3,2,1,-1,17348,25784,20267,16445,408919,408921,408916,408918,0,0,0,0
1790136507.502148,2,1,-1,-3,17347,25785,20269,16442,408949,408951,408946,408948,0,0,0,0
1790136507.5423045,-3,-4,-4,-2,17344,25789,20273,16439,409009,409011,409006,409008,0,0,0,0
1790136507.6032362,-2,-3,-2,0,17345,25790,20272,16440,409039,409041,409036,409038,0,0,0,0
1790136507.6650345,-1,-2,3,-5,17346,25788,20270,16440,409069,409071,409066,409068,0,0,0,0
1790136507.7023857,-4,-2,2,0,17346,25788,20271,16441,409099,409101,409096,409098,0,0,0,0
1790136507.7617323,5,-4,-1,-7,17345,25789,20272,16439,409129,409131,409126,409128,0,0,0,0
1790136507.801627,-4,2,3,0,17345,25788,20271,16440,409159,409161,409156,409158,0,0,0,0
1790136507.8615668,8,-5,-4,2,17346,25788,20271,16441,409189,409191,409186,409188,0,0,0,0
1790136507.9014893,-4,0,-3,-1,17345,25789,20272,16440,409219,409221,409216,409218,0,0,0,0
1790136507.961422,0,8,-1,-2,17343,25791,20273,16437,409249,409251,409246,409248,0,0,0,0
1790136508.0222113,1,1,-3,-1,17343,25791,20274,16437,409279,409281,409276,409278,0,0,0,0
1790136508.0808406,0,-1,0,5,17345,25790,20273,16439,409309,409311,409306,409308,0,0,0,0
1790136508.1222765,3,1,2,-4,17345,25789,20272,16441,409339,409341,409336,409338,0,0,0,0
1790136508.1818342,-1,0,-1,5,17345,25791,20272,16439,409369,409371,409366,409368,0,0,0,0
1790136508.222197,-1,0,0,-1,17343,25793,20276,16436,409399,409401,409396,409398,0,0,0,0
