unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1790228016.6314807,-0.00408,-0.0446,-1.00555,0.00194,0.02135,0.11093
1790228016.7609904,0.0088,0.01184,-1.00899,0.00093,0.01132,-0.0076
1790228016.8748498,0.01134,0.01399,-1.0081,0.00311,0.00278,0.00035
1790228016.9793522,0.00281,0.0115,-1.0089,0.00223,0.00457,-0.00015
1790228017.0711296,-0.0087,0.01345,-1.00797,0.00169,0.0044,-0.00165
1790228017.1720836,-0.01219,0.0134,-1.00884,0.00224,0.00823,-0.00026
1790228017.2697968,-0.00833,0.01317,-1.00712,0.00356,0.01037,-0.00093
1790228017.3930752,-0.00189,0.01251,-1.00729,0.00135,0.00623,-0.00232
1790228017.49798,-0.00191,0.01279,-1.00748,0.00208,0.00699,-0.0023
1790228017.5927808,-0.00633,0.01239,-1.00756,0.00273,0.00601,0.00081
1790228017.7105012,-0.00704,0.01189,-1.00712,0.00129,0.0061,-0.001
1790228017.8111734,-0.00336,0.01251,-1.00744,0.002,0.00717,-0.00044
1790228017.9106207,-0.00543,0.01252,-1.00647,0.00209,0.00818,-0.00177
1790228018.0104702,-0.00359,0.18369,-0.99916,0.03663,0.00922,0.00869
1790228018.1305227,0.00097,-0.13881,-0.99732,0.02726,0.02214,-0.00383
1790228018.2305129,-0.01495,0.08255,-1.01159,-0.00075,0.0159,0.04185
1790228018.332614,0.02579,-0.07165,-1.01081,0.0045,0.00388,0.05303
1790228018.4309428,0.02579,-0.07165,-1.01081,0.0045,0.00388,0.05303
1790228018.531826,0.01804,-0.06994,-1.00379,0.00255,0.02095,0.01227
1790228018.6526186,0.01186,0.03495,-1.01061,0.0012,0.01021,-0.00671
1790228018.7523897,0.00192,0.01373,-1.00711,0.00508,0.0075,0.00061
1790228018.8725362,-0.00128,0.01324,-1.00723,0.00235,0.00444,-0.00679
1790228018.971345,-0.0042,0.01173,-1.00504,0.00189,0.00646,-0.00015
1790228019.110991,-0.00168,0.01345,-1.0078,0.00032,0.00453,-0.00069
1790228019.2105153,-0.00352,0.0117,-1.00698,-0.00076,0.00685,0.00132
1790228019.3104208,-0.00608,0.01203,-1.00787,-0.00187,0.00388,-0.00174
1790228019.4128735,-0.0077,0.01269,-1.00787,0.00072,0.00414,0.00053
1790228019.547271,-0.00718,0.01284,-1.00756,0.00456,0.00887,-0.004
1790228019.629036,-0.00339,0.01272,-1.0073,0.00061,0.00764,-0.00267
1790228019.7509866,-0.00605,0.01216,-1.00544,0.00375,0.00612,-0.00076
1790228019.8513706,-0.00665,0.1213,-1.01212,-0.00613,0.0048,0.07188
1790228019.9579434,-0.02489,-0.04448,-1.00231,0.02198,-0.02806,0.02649
1790228020.0767155,0.00812,-0.07309,-1.00494,-0.00698,0.01442,-0.00114
1790228020.2115674,-0.01715,0.15022,-1.00436,-0.01564,-0.00225,0.02521
1790228020.2913804,-0.03428,-0.11743,-1.01292,0.04148,0.01133,-0.00743
1790228020.3902872,0.06667,0.0948,-1.01152,-0.01418,0.01056,-0.03474
1790228020.5103917,-0.0617,0.0223,-1.01539,0.00613,-0.02442,0.00861
1790228020.6098151,-0.00263,-0.05336,-1.01041,0.01094,0.01805,-0.06329
1790228020.7329679,0.01298,0.01968,-1.00709,0.00015,0.00786,-0.00302
1790228020.8321316,0.00608,0.01202,-1.00637,0.00259,0.00685,0.00196
1790228020.9307017,-0.00857,0.01342,-1.00785,0.00159,0.00765,-0.00218
1790228021.044811,-0.00607,0.01298,-1.00804,0.00237,0.00596,-0.00258
1790228021.151733,-0.00454,0.012,-1.00676,0.00224,0.00759,-0.00429
1790228021.2520688,-0.00392,0.01358,-1.00853,0.0029,0.00765,-0.00062
1790228021.3703892,-1e-05,0.01291,-1.00741,0.00448,0.00736,-0.00086
1790228021.4715426,0.00397,0.01499,-1.00717,0.00482,0.00551,-0.00337
1790228021.5902016,-0.01504,0.01217,-1.00732,0.00515,0.00526,-0.00152
1790228021.6902723,-0.01575,0.01393,-1.00732,0.00353,0.00837,-0.0014
1790228021.8131297,-0.01012,0.0126,-1.00792,0.00316,0.00831,0.00163
1790228021.9132433,-0.01414,0.16075,-1.00535,-0.00208,-0.00156,0.01175
1790228022.01436,-0.01347,-0.07988,-1.00464,-0.00399,0.00204,0.02187
1790228022.1304607,-0.01485,-0.00598,-1.00578,-0.00824,0.01851,0.03433
1790228022.2431543,-0.01654,0.11641,-0.99452,-0.01204,0.04266,-0.0387
1790228022.3308754,-0.02902,0.08343,-1.0093,0.00944,-0.01888,0.0342
1790228022.4310827,-0.00116,0.02308,-1.01093,-0.00935,0.04348,-0.08134
1790228022.530447,-0.00755,-0.06541,-1.00015,0.00327,0.01837,0.00411
1790228022.6509683,-8e-05,0.00962,-1.00713,0.0046,0.00821,-0.00427
1790228022.7562332,0.00269,0.01116,-1.00767,0.00468,0.0097,-0.00104
1790228022.852483,0.00518,0.01466,-1.00522,-0.00045,0.00829,-0.00271
1790228022.970313,0.00179,0.01344,-1.00727,0.00399,0.00611,-0.00324
1790228023.0722344,-0.00379,0.01252,-1.00866,0.00089,0.00547,0.0006
1790228023.1719222,-0.00567,0.01331,-1.00657,0.00387,0.00837,-0.00154
1790228023.2718644,-0.00353,0.01266,-1.00647,0.00595,0.00752,0.00125
1790228023.3724716,-0.00091,0.01309,-1.00882,0.00202,0.00601,-0.00165
1790228023.4719872,-0.00234,0.01301,-1.00845,0.00137,0.00459,-0.00271
1790228023.6136796,-0.00418,0.01311,-1.00728,7e-05,0.00686,-0.00358
1790228023.7124228,-0.00333,0.01357,-1.00813,0.00108,0.00962,-0.00042
1790228023.8151116,-0.00485,0.01433,-1.01017,0.00592,-0.00103,-0.00717
1790228023.9316366,-0.01079,0.10977,-0.9975,-0.01824,0.02555,0.05901
1790228024.0328128,-0.07003,0.04289,-0.99779,0.00652,0.02338,0.0283
1790228024.1597795,0.11832,0.04194,-0.98744,-0.03966,0.04945,-0.09005
1790228024.2324991,-0.08008,-0.02429,-1.00076,0.00358,-0.00367,0.07971
1790228024.3329742,-0.00497,-0.11164,-1.01191,0.04721,0.0167,0.00682
1790228024.433567,0.03293,0.04155,-1.01172,-0.00404,0.00926,-0.04236
1790228024.5322013,-0.03389,0.00157,-1.0046,0.02364,0.01139,0.04986
1790228024.662726,-0.02489,-0.05822,-1.00652,0.00678,0.00606,0.07825
1790228024.753504,-0.01539,0.0061,-1.00558,0.00479,0.00852,0.0022
1790228024.8528795,-0.00655,0.00324,-1.00705,0.00604,0.00628,0.00357
1790228024.9515612,0.0023,0.01122,-1.00492,0.00305,0.01093,-0.00358
1790228025.0743067,0.01676,0.17583,-0.99618,0.00854,0.02494,-0.03945
1790228025.1769204,-0.04665,-0.16067,-1.00904,0.03541,0.00576,0.03655
1790228025.3047488,0.04565,0.1395,-1.00625,0.0002,0.00348,-0.0203
1790228025.3813908,-0.03966,-0.02722,-1.0131,0.03731,-0.00476,-0.01182
1790228025.4984372,0.00823,-0.06578,-1.01113,0.00888,0.01988,-0.00743
1790228025.5978572,0.02821,0.13307,-1.00486,0.00449,-0.00909,-0.01569
1790228025.7050736,-0.00678,-0.0398,-1.00907,0.01303,0.01614,-0.10653
1790228025.8567765,-0.01594,-0.0471,-1.00782,0.00055,0.0053,-0.23903
1790228025.9497938,-0.00515,0.00538,-1.00699,0.00632,0.00683,0.00169
1790228026.033277,-0.00337,0.01539,-1.0082,-0.00111,0.00602,-0.0245
1790228026.1560352,-0.00918,0.11254,-1.00718,0.00428,0.00338,0.0651
1790228026.2623947,-0.02602,-0.05906,-1.00489,0.04816,0.01034,0.00104
1790228026.373587,-0.01452,-0.04628,-1.00758,-0.00219,0.01006,-0.00662
1790228026.4778283,0.01403,0.13313,-1.00019,0.01162,0.01654,-0.02854
1790228026.5877514,-0.01091,-0.16454,-0.99101,0.03975,0.03256,-0.03681
1790228026.708892,-0.00158,0.09057,-1.01607,-0.01379,0.0076,0.05826
1790228026.7929568,0.02382,-0.01185,-0.98622,-0.04649,0.00999,0.11259
1790228026.9240234,0.00733,-0.04214,-1.01069,0.00346,0.00075,0.04705
1790228027.0135453,-0.00781,0.02204,-1.00841,0.00274,0.00451,0.00045
1790228027.1332457,-0.00316,0.00247,-1.00811,0.00312,0.00355,-9e-05
1790228027.2336144,-0.04114,0.04205,-0.99851,0.02443,-0.00704,0.09623
1790228027.3658442,-0.014,-0.08215,-0.99285,0.00368,0.02756,-0.01138
1790228027.7778423,-0.00474,0.08438,-1.0136,-0.00865,-0.0131,0.02196
1790228027.8048499,-0.02764,0.01561,-1.00211,-0.02849,0.02539,-0.04251
1790228028.1517055,-0.00612,-0.10913,-1.01743,0.01792,-0.00178,-0.12729
1790228028.1567028,-0.03962,-0.03129,-1.00554,0.00528,0.01169,0.03309
1790228028.1627462,-0.0174,0.01336,-1.00586,-0.01218,0.01458,0.03559
1790228028.168822,0.01108,0.01814,-1.00799,0.00473,-0.00693,-0.01476
1790228028.7812274,0.01603,0.101,-1.01177,-0.0056,0.03374,0.10193
1790228028.8057876,-0.09894,-0.0389,-1.00594,-0.00914,0.01272,0.01352
1790228029.0949948,-0.01504,-0.026,-1.00426,-0.00615,0.01425,-0.13073
1790228029.4050832,-0.00778,0.01298,-1.00779,0.00014,0.01126,-0.00481
1790228029.4195123,-0.00455,0.00936,-1.00727,0.00492,0.00873,-0.00111
1790228029.713034,-0.00591,0.00801,-1.00728,0.00174,0.00597,-0.00302
1790228029.736318,0.01286,-0.041,-1.00452,-0.01795,0.02127,-0.0078
1790228030.0236082,-0.05604,-0.11241,-1.02191,0.00319,0.00321,0.0141
1790228030.0590527,0.0358,0.04834,-1.00589,-0.00693,0.02584,0.02777
1790228030.3248203,-0.01367,0.04975,-1.01321,0.02965,-0.01151,-0.06998
1790228030.337589,-0.01374,-0.05802,-1.01252,0.00443,0.01595,-0.10727
1790228030.5709772,-0.01076,-0.04558,-1.00869,0.00416,0.01148,-0.05399
1790228030.5741687,-0.01214,0.00741,-1.00608,0.0011,0.00794,0.00054
1790228030.6977086,-0.00627,0.00852,-1.0088,0.00315,0.0056,-0.00216
1790228030.7935932,-0.00537,0.00722,-1.0074,0.00114,0.00754,-0.00075
1790228030.8945134,0.02653,0.18542,-1.00432,-0.02788,0.00106,0.00843
1790228031.0085828,-0.03801,-0.0772,-0.99642,0.02438,-0.0024,-0.05227
1790228031.1042387,0.02861,0.03767,-1.00164,-0.00683,0.0288,0.07497
1790228031.2095904,-0.03051,0.03722,-1.02964,0.01061,-0.03134,0.02513
1790228031.3193433,-0.04167,-0.11886,-1.01501,0.00245,0.02268,-0.00786
1790228031.4179678,0.06639,0.12931,-1.01581,0.00457,0.00829,-0.01091
1790228031.5488994,-0.02406,-0.05785,-1.01646,0.01011,-0.02381,-0.02231
1790228031.623002,-0.01208,-0.03223,-1.00668,0.00264,0.01263,0.02057
1790228031.734267,-0.01733,0.00677,-1.00915,0.00446,0.00579,-0.00135
1790228031.8552487,0.04462,0.07526,-0.99983,-0.02103,0.02873,-0.02095
1790228031.9504235,0.02143,0.06983,-0.99935,0.04128,0.00414,-0.12907
1790228032.043434,-0.04054,-0.07058,-1.00027,-0.00909,0.01914,0.03206
1790228032.1820865,0.02374,0.09821,-1.01634,-0.00663,-0.04115,-0.0078
1790228032.2640011,-0.0393,-0.10296,-1.0057,0.0137,-0.00114,0.02121
1790228032.376405,-0.0036,0.01496,-1.00979,-0.00818,0.01621,-0.00815
1790228032.485654,0.00056,0.01018,-0.99352,0.01934,-0.00685,-0.01597
1790228032.6020806,-0.01705,-0.0226,-1.00698,0.00799,0.01144,-0.14766
1790228032.701722,-0.0189,-0.03222,-1.00396,-0.00608,0.01261,-0.13614
1790228032.798879,-0.00896,0.01182,-1.00708,0.00469,0.00576,0.00699
1790228032.90196,-0.00135,0.01393,-1.00691,0.00684,0.0073,-0.00978
1790228032.9979613,-0.00415,0.00324,-1.00837,0.00219,0.0087,-0.00028
1790228033.1336322,-0.00398,0.00574,-1.00805,0.00295,0.00718,-0.00044
1790228033.2027142,-0.00341,0.0065,-1.00726,0.00301,0.00423,-0.00413
1790228033.300144,-0.00435,0.00442,-1.007,0.00305,0.00711,0.0
1790228033.4196239,-0.00716,0.00624,-1.00629,0.00333,0.00711,0.0017
1790228033.5191252,-0.00735,0.00476,-1.00641,0.00284,0.01065,-0.0018
1790228033.6470983,-0.00588,0.00577,-1.00636,0.00264,0.0058,-0.00063
1790228033.7647493,0.00759,0.09675,-1.01167,-0.00405,0.01609,0.03234
1790228033.8386989,-0.01744,0.00919,-0.99503,0.0169,-0.00595,0.01171
1790228033.938823,0.00034,-0.08105,-1.01133,-0.01361,0.01974,-0.02354
1790228034.0563445,0.00411,0.15655,-1.00761,-0.00814,0.00595,0.0014
1790228034.1570275,-0.02142,-0.08897,-1.00701,0.02334,0.0001,0.0094
1790228034.2739406,0.01183,-0.02933,-1.00413,-0.02325,0.0315,0.01736
1790228034.3682635,-0.01398,0.11284,-1.00185,0.00374,0.00774,-0.03623
1790228034.459281,-0.01794,-0.05802,-1.00983,0.01787,0.00068,-0.00228
1790228034.5910156,-0.00872,-0.05109,-1.00668,0.00558,0.00952,-0.00357
1790228034.6805341,0.00143,0.01363,-1.00923,0.00938,0.00648,0.00021
1790228034.785063,-0.00092,0.00109,-1.00656,0.00134,0.00728,-0.0036
1790228034.9246569,0.02357,0.08097,-1.00902,-0.00748,0.01953,0.01945
1790228035.001479,-0.07229,-0.06386,-1.00913,0.01338,-0.01113,0.01432
1790228035.1184092,0.06946,0.00281,-1.00654,-0.01147,0.00641,-0.04915
1790228035.2198715,-0.07334,0.02893,-1.00537,-0.00437,0.00464,0.03226
1790228035.3219721,0.05002,0.04245,-0.9992,-0.00335,0.01569,-0.04163
1790228035.430899,-0.00475,-0.04134,-1.00823,0.00129,0.01235,0.00349
1790228035.5594687,-0.04141,0.04081,-1.00125,-0.00396,0.02155,0.00414
1790228035.6392012,-0.00321,-0.0407,-1.00871,0.00502,0.00979,0.01591
1790228035.7383752,-0.01195,0.02282,-1.0058,0.00709,0.0055,-0.00015
1790228035.85801,-0.01134,0.00418,-1.00786,0.00254,0.0074,-0.00332
1790228035.9562602,-0.01409,0.00665,-1.00804,0.00521,0.00627,0.00069
1790228036.0786862,-0.00669,0.00599,-1.00768,0.00389,0.00892,-0.00093
