unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1790227987.5614445,0.03541,0.08461,-1.01433,-0.00669,0.01183,-0.03147
1790227987.6057832,-0.01127,0.02038,-1.0051,0.03217,0.01733,-0.06148
1790227987.7384484,-0.00775,-0.03436,-1.00855,0.00268,0.01234,-0.1722
1790227987.829931,-0.01706,-0.03165,-1.00906,0.00332,0.0068,-0.01858
1790227987.9392908,-0.00519,-0.00142,-1.00844,0.00091,0.00781,0.00243
1790227988.0267277,0.00744,0.07075,-1.00845,-0.01245,0.01085,-0.01042
1790227988.146511,-0.00687,0.09126,-0.99985,0.02554,-0.00917,-0.04379
1790227988.2511895,0.00361,-0.10936,-1.01218,5e-05,0.01334,-0.01946
1790227988.3512812,-0.00685,0.17417,-1.00207,-0.00284,0.00637,-0.03563
1790227988.5329914,0.00022,-0.0578,-1.01645,0.01089,-0.01371,0.01629
1790227988.5494273,-0.01135,-0.05065,-1.00088,-0.01872,0.01802,0.06121
1790227988.6434422,-0.02762,0.10665,-1.00098,-0.0026,0.00339,-0.02212
1790227988.7586205,-0.00703,-0.05073,-1.00783,0.00336,0.01558,-0.00651
1790227988.8598604,-0.00833,-0.05624,-1.00758,0.00532,0.01136,-0.00223
1790227988.9687598,-0.00086,0.00725,-1.00862,0.00067,0.00659,-0.00586
1790227989.070677,-0.01104,0.00948,-1.0041,0.00279,0.01157,-0.00028
1790227989.1690793,0.04159,0.04283,-1.00675,-0.01787,0.02501,-0.00926
1790227989.2663367,-0.04467,0.00872,-0.99055,0.03373,-0.00559,-0.03132
1790227989.3772056,0.00931,0.01485,-1.00717,0.01367,0.00732,-0.01083
1790227989.4654913,3e-05,0.06722,-1.00958,-0.00304,-0.00846,0.03417
1790227989.5917878,-0.0236,-0.05,-0.9986,0.02042,0.00513,-0.0598
1790227989.6858537,0.00452,0.09155,-1.00686,-0.03094,0.01658,0.01525
1790227989.785405,0.01014,-0.0402,-1.0077,0.00987,-0.00365,0.02348
1790227989.8891916,-0.009,-0.03436,-1.0059,0.00196,0.00922,-0.02444
1790227990.0245113,-0.00247,0.02004,-1.00593,0.00256,0.01102,-0.01288
1790227990.1447067,-0.00228,0.01615,-1.00607,0.00262,0.0057,-0.00212
1790227990.244431,-0.01616,0.01361,-1.00815,0.00311,0.00302,0.00242
1790227990.3444555,-0.00971,0.01461,-1.00752,0.00108,0.00848,-0.00776
1790227990.4638114,-0.00518,0.01728,-1.00642,0.00673,0.00974,-0.00167
1790227990.569164,-0.00543,0.01199,-1.00746,0.00353,0.0079,0.00093
1790227990.665479,-0.00462,0.01427,-1.00736,0.00292,0.00505,0.00174
1790227990.7649407,-0.00446,0.01318,-1.00792,0.00215,0.00687,0.00078
1790227990.871567,-0.0046,0.01471,-1.00792,0.00067,0.00744,-0.00394
1790227990.9850929,-0.00414,0.01406,-1.00661,0.00141,0.00719,-0.00177
1790227991.083898,-0.01495,0.08282,-1.01332,-0.01798,0.00846,0.02647
1790227991.184599,-0.02015,-0.05057,-1.00773,0.01946,-0.01933,0.05739
1790227991.2849097,-0.02918,-0.01098,-1.0065,-0.01161,0.01507,0.018
1790227991.3885107,0.0389,0.07513,-1.0065,0.00313,0.01914,0.02153
1790227991.507173,-0.05985,-0.03937,-1.00446,0.01047,0.00936,0.02904
1790227991.6052787,0.04144,0.07452,-1.00333,0.01374,0.01228,-0.05376
1790227991.7047908,0.00625,-0.00835,-1.00449,-0.00087,-0.00779,0.02364
1790227991.8266459,-0.00983,-0.03823,-1.01123,0.00744,0.0109,-0.01122
1790227991.925943,-0.00121,0.03612,-1.00989,0.00673,0.00618,0.00585
1790227992.027661,0.00059,0.01218,-1.00743,0.00129,0.00474,-0.00054
1790227992.1483147,-0.00215,0.01472,-1.00873,0.00105,0.01205,-0.00167
1790227992.2655032,0.00124,0.0135,-1.00705,-0.00085,0.01466,-0.00245
1790227992.364925,-0.00232,0.01975,-1.00773,0.00738,0.01436,0.0021
1790227992.4653914,-0.00565,0.00908,-1.00829,0.00183,0.00679,-0.00106
1790227992.564682,-0.00527,0.01531,-1.00626,0.00624,0.0083,-0.00134
1790227992.6667275,-0.0042,0.01167,-1.00793,0.00238,0.00392,-0.00464
1790227992.7641816,-0.00435,0.01507,-1.00711,0.00101,0.00774,0.00104
1790227992.865122,-0.00666,0.01246,-1.00814,0.00257,0.00774,0.00024
1790227992.9851828,-0.00448,0.01451,-1.00655,0.00391,0.00934,-0.00322
1790227993.0849044,-0.01147,0.11279,-1.01167,-0.0165,0.0102,0.06516
1790227993.186489,-0.02684,-0.00997,-1.02097,0.04493,-0.01577,-0.11825
1790227993.30217,0.01713,-0.03811,-1.00511,-0.01701,0.01341,0.10473
1790227993.3845038,-0.04657,-0.03094,-1.00907,0.01689,0.00382,0.16704
1790227993.5709648,0.02027,0.10218,-1.00981,-0.00682,0.00593,-0.11607
1790227993.6074328,-0.01437,-0.03507,-1.01332,-0.00155,0.02839,0.04532
1790227993.7160692,-0.01357,0.04702,-0.99596,0.0087,0.00581,-0.06193
1790227993.834311,-0.03044,-0.06578,-1.00684,0.00519,0.00646,0.02701
1790227993.914177,-0.00147,0.0409,-1.01156,0.00431,0.01118,-0.02102
1790227994.004557,0.00313,0.0204,-1.00888,0.00211,0.01034,-0.00751
1790227994.158246,0.00462,0.00539,-1.0068,-0.0001,0.00851,-0.00523
1790227994.2399683,0.00575,0.01366,-1.00577,0.00653,0.00879,-0.00127
1790227994.3659565,0.03543,0.19038,-1.00573,0.00592,-0.02302,-0.20143
1790227994.445693,-0.03465,0.03317,-1.00117,-0.0012,0.0056,0.0137
1790227994.551014,-0.01056,-0.03672,-1.0064,0.00919,0.00941,0.00897
1790227994.6677568,-0.01603,0.05212,-1.00765,0.00154,0.00039,-0.00947
1790227994.74631,-0.00317,-0.04734,-1.00174,0.00313,0.01569,-0.02226
1790227994.8610356,-0.00589,0.05639,-1.00618,0.00276,-0.00175,-0.03872
1790227994.9712832,-0.01858,-0.03259,-1.00818,0.01372,0.00282,0.03479
1790227995.0723057,-0.00295,0.01384,-1.00748,-0.00182,0.00959,0.01772
1790227995.1812243,0.00031,0.01483,-1.00726,0.00322,0.00721,0.01239
1790227995.276764,-0.00059,0.01334,-1.008,0.0038,0.00714,-0.00207
1790227995.4031322,-0.01512,0.07235,-1.00734,-0.00555,0.01491,-0.01586
1790227995.5190907,0.01025,0.03588,-1.00129,0.03107,0.0178,0.04097
1790227995.5770712,-0.02495,-0.12588,-1.00523,0.00165,0.00282,-0.00684
1790227995.6686354,-0.01092,0.1739,-1.00112,0.00059,0.02872,-0.06253
1790227995.7871475,0.04434,-0.02049,-1.00798,0.02257,0.00392,-0.05009
1790227995.8956227,-0.08368,-0.0154,-1.00256,-0.00623,0.01019,0.0462
1790227996.0183809,0.06595,0.08379,-1.00507,0.02682,-0.01536,-0.0976
1790227996.087495,-0.0282,-0.03342,-1.0123,-0.00015,0.00091,0.0162
1790227996.2245457,-0.00853,0.03911,-1.00728,0.00583,0.00981,-0.00406
1790227996.3227391,-0.00457,0.01042,-1.00701,0.00207,0.01082,0.00083
1790227996.4064763,-0.00286,0.01604,-1.0078,0.00297,0.00976,-0.00389
1790227996.5340815,-0.00297,0.01473,-1.00649,0.0042,0.00857,-0.00045
1790227996.6430955,0.02228,0.15728,-1.01017,0.00796,0.01213,-0.07743
1790227996.7369146,0.00075,0.02356,-1.00621,-0.01447,0.00233,0.03883
1790227996.8458853,0.04307,0.07741,-1.00288,-0.00877,0.02542,-0.03767
1790227996.933908,0.04307,0.07741,-1.00288,-0.00877,0.02542,-0.03767
1790227997.0291462,-0.02078,0.00184,-1.00768,0.01822,0.0018,-0.03484
1790227997.157461,0.07344,0.08698,-1.00572,0.0083,0.00598,-0.09749
1790227997.2658367,-0.01372,-0.0291,-1.00244,-0.00923,0.03208,-0.05734
1790227997.3490589,-0.02295,-0.05314,-1.00908,0.00441,0.00507,0.01596
1790227997.456107,-0.00906,0.01465,-1.00683,0.00321,0.00973,-0.00077
1790227997.5850847,-0.00481,0.01457,-1.00682,0.00507,0.00805,-0.0027
1790227997.6688566,-0.00415,0.01638,-1.00604,0.00424,0.00547,-0.0011
1790227997.784558,0.07934,0.19758,-0.99125,-0.00994,0.04302,-0.1605
1790227997.886382,-0.06625,-0.05159,-1.01749,-0.00543,0.01152,-0.01493
1790227997.992167,0.0136,0.05358,-1.00945,0.00976,0.02575,-0.01226
1790227998.08977,0.03227,0.12354,-0.98877,-0.02684,0.04188,-0.12834
1790227998.1885557,-0.04685,-0.07328,-1.00496,0.01182,0.01801,0.14097
1790227998.2868252,0.03728,0.03763,-1.00582,0.05038,0.00593,-0.04984
1790227998.421615,-0.05402,0.01106,-1.0047,-0.00089,0.00199,-0.0122
1790227998.5081835,0.02896,-0.01037,-1.01077,-0.00017,-0.00633,0.01767
1790227998.607007,-0.00245,0.02626,-1.00706,-0.00748,0.01227,-0.00787
1790227998.7075937,-0.00352,0.02563,-1.00605,0.00587,0.0075,-0.00362
1790227998.8081386,-0.01028,0.01236,-1.00627,0.00329,0.00982,-0.0061
1790227998.9304993,0.02552,0.09183,-1.00528,0.00228,0.00655,0.05555
1790227999.0295799,-0.04047,0.03813,-1.01004,0.00701,0.00679,-0.02912
1790227999.1525083,-0.03107,-0.04559,-1.0088,0.00561,0.02772,0.04352
1790227999.2511578,0.07258,0.14186,-1.01587,-0.00681,-0.00301,-0.05302
1790227999.3511827,-0.11222,-0.06132,-0.99939,0.03916,0.02156,-0.02821
1790227999.448597,0.10758,0.04948,-1.00731,0.00281,0.01069,0.04017
1790227999.566589,-0.06581,-0.03591,-1.02077,0.00956,-0.01666,-0.00488
1790227999.6710057,-0.0105,-0.05596,-1.01222,0.01718,0.00266,0.10093
1790227999.7713413,-0.01074,0.00873,-1.00575,0.00492,0.01492,-0.01694
1790227999.8674405,-0.00858,0.00367,-1.00771,0.00426,0.00611,0.00373
1790227999.9674025,0.0037,0.01585,-1.00686,0.00614,0.00585,-0.00495
1790228000.089032,0.07689,0.05097,-1.00568,-0.00205,0.02368,-0.00803
1790228000.188777,-0.00313,0.10633,-0.99028,0.05439,0.00388,-0.11026
1790228000.2898476,-0.01512,-0.05702,-1.0031,-0.023,0.02709,0.0785
1790228000.4089324,0.04315,0.1238,-1.0217,-0.00704,-0.00477,0.05125
1790228000.5094454,-0.0887,-0.05018,-1.00911,0.01726,-0.00225,-0.04462
1790228000.6076887,0.05388,-0.00304,-1.01273,-0.00013,0.01844,0.02422
1790228000.7073698,-0.03861,0.05404,-1.01621,0.02771,-0.0439,-0.11475
1790228000.8075438,-0.02519,-0.0717,-1.00802,0.01369,0.01093,0.14529
1790228000.9280307,-0.00788,-0.0011,-1.0101,0.00742,0.00049,0.00188
1790228001.027779,-0.00556,0.01,-1.00916,0.0012,0.00801,-0.00292
1790228001.146968,-0.01495,0.0072,-1.00733,0.00234,0.01406,0.0011
1790228001.2468877,-0.02756,0.00997,-1.00979,0.00119,0.00689,-0.00509
1790228001.347441,-0.00364,0.00973,-1.00704,0.00322,0.0091,0.00395
1790228001.450175,-0.00147,0.01384,-1.00917,0.00202,0.00709,0.00086
1790228001.5668895,-0.00084,0.01038,-1.00694,0.00262,0.00466,-0.00206
1790228001.669262,0.00035,0.0114,-1.00716,-0.00022,0.00731,-0.00375
1790228001.767797,-0.00184,0.01113,-1.0097,0.002,0.0075,-0.00163
1790228001.8676882,-0.00469,0.01179,-1.00683,0.00162,0.00516,-0.00013
1790228001.9678733,0.01762,0.09815,-1.01325,-0.01413,0.02266,0.03569
1790228002.0879064,-0.04423,0.00274,-1.01059,0.01022,-0.0251,-0.01495
1790228002.1876426,0.02259,-0.09289,-1.00832,-0.00486,0.01814,-0.02473
1790228002.2869468,-0.01925,0.12489,-1.00557,-0.00527,-0.00336,0.00183
1790228002.4088197,-0.069,-0.09352,-1.00798,0.00569,-0.00172,-0.00968
1790228002.5095735,0.08112,0.05484,-1.00771,-0.00098,0.01287,-0.00431
1790228002.6086173,-0.07245,-0.02899,-1.00766,0.0113,0.00392,0.01989
1790228002.7282166,-0.01005,-0.05169,-1.00736,0.00139,0.00997,-0.02746
1790228002.828277,-0.00193,0.02546,-1.00825,0.00218,0.0109,-0.01224
1790228002.9280233,-0.00941,0.00452,-1.00561,-0.00084,0.00518,0.00173
1790228003.028641,-0.00931,0.12483,-1.00803,-0.01539,0.00454,0.04929
1790228003.127588,-0.01393,-0.02787,-1.0074,0.01654,0.01453,-0.05014
1790228003.2477686,0.01717,-0.00944,-1.00443,-0.0129,0.02235,0.01593
1790228003.3469965,-0.02307,0.09184,-1.00161,-0.00434,0.02453,-0.00618
1790228003.4673798,-0.01305,-0.11755,-1.00218,0.00065,0.01368,-0.00703
1790228003.5880947,0.02867,0.13301,-1.00935,0.00537,0.01113,-0.01186
1790228003.6882126,-0.07079,-0.07001,-0.9994,0.01379,0.01445,-0.04712
1790228003.787819,0.00529,-0.02727,-1.00704,0.00551,0.00469,-0.0853
1790228003.8895552,9e-05,0.01781,-1.00752,0.00363,0.00753,-0.00046
1790228003.9918592,-0.00389,0.01011,-1.0077,0.00092,0.00838,-0.00376
1790228004.107831,-0.00709,0.01253,-1.00657,-0.0009,0.00723,0.00211
1790228004.21002,0.04008,0.10759,-1.0119,-0.00953,0.01158,0.04215
1790228004.3188853,-0.10562,-0.1328,-1.00672,0.0033,0.01671,0.11846
1790228004.4272668,0.09179,0.0891,-1.01194,0.00332,-0.00396,-0.04612
1790228004.5275831,-0.05764,-0.11905,-1.02334,0.00857,-0.02709,0.18299
1790228004.6279004,-0.00991,-0.00879,-1.01049,0.0009,0.03535,0.09096
1790228004.7480838,-0.00036,-0.01523,-1.00276,-0.00176,0.00492,0.03918
1790228004.8505142,-0.0429,-0.00081,-1.00724,-0.00471,-0.03387,0.03288
1790228004.94981,0.03314,0.05856,-1.00689,0.01669,-0.00902,-0.24322
1790228005.051036,-0.03653,-0.03342,-1.00154,-0.00342,0.02297,0.03454
1790228005.1511073,0.00327,0.00769,-1.00704,0.00654,0.01526,-0.00227
1790228005.2739804,0.01157,-0.00993,-1.00674,0.00205,0.00893,-0.0252
1790228005.3731701,-0.00089,0.03268,-1.00891,0.00185,0.01711,-0.02389
1790228005.4749253,-0.00281,0.1947,-0.97709,0.00011,0.04849,-0.25036
1790228005.5932438,0.05731,-0.01941,-1.00907,0.00557,0.01642,-0.01437
1790228005.7112646,-0.03177,0.12536,-1.0017,0.01259,0.01427,-0.08012
1790228005.810803,0.05298,0.05153,-1.00635,-0.01356,0.01645,-0.03097
1790228005.910145,-0.01878,0.01464,-1.00634,-0.00167,0.01152,-0.01856
1790228006.0113835,-0.05415,-0.06334,-1.0064,0.01092,-0.00802,0.03725
1790228006.11316,0.04171,0.06931,-1.00921,-0.00736,0.01133,-0.01755
1790228006.2382371,-0.00988,-0.0388,-1.00818,0.00157,0.00469,-0.01824
1790228006.3293355,-0.008,0.01795,-1.00669,0.00219,0.00689,-0.01034
1790228006.429849,-0.00805,0.00776,-1.0076,0.00519,0.00932,-0.00283
1790228006.5505743,0.0168,0.03413,-1.00608,-0.00075,0.01585,-0.01501
1790228006.65941,-0.08024,-0.00612,-1.01222,-0.00077,-0.01137,0.05823
1790228006.773035,0.07064,0.00276,-1.01167,-0.00205,0.0072,0.00253
1790228006.8715973,-0.04149,0.02678,-1.00949,0.00925,0.00867,0.01586
1790228006.971339,-0.02025,0.0075,-1.00184,-0.0059,0.00916,-0.05936
1790228007.0718281,0.07574,0.0366,-1.00408,-0.00184,0.00425,-0.00957
1790228007.1912713,-0.10723,-0.04599,-1.01073,0.01187,0.0012,0.06303
1790228007.2928104,0.04442,0.01306,-1.00452,0.00569,0.01218,-0.05476
1790228007.391467,-0.01305,-0.047,-1.00749,0.00102,0.00894,0.00411
1790228007.4928663,-0.00271,0.01056,-1.00727,0.00533,0.0076,0.00786
1790228007.61489,-0.0031,0.01367,-1.00716,0.00715,0.00742,-0.0027
1790228007.7309399,-0.0089,0.0094,-1.0062,0.00071,0.00885,0.00335
1790228007.8312285,-0.00183,0.18591,-1.00892,-0.01,-0.02964,-0.11573
1790228007.9537814,-0.00158,0.01638,-1.00543,0.00333,-0.00502,0.00483
1790228008.070417,-0.02449,0.05492,-1.00997,-0.01741,0.01916,0.0105
1790228008.1709185,0.07401,-0.00679,-1.0119,8e-05,0.0098,-0.01819
1790228008.27131,-0.11259,-0.01072,-1.0092,0.00142,-0.00687,0.00978
1790228008.393477,0.04595,-0.12475,-1.00866,0.0184,-0.00022,0.15186
1790228008.4901974,0.00463,0.04721,-1.01568,0.0217,-0.00507,-0.13465
1790228008.5907264,-0.02299,-0.03234,-1.00795,0.00614,0.00656,-0.02875
1790228008.711508,-0.01179,0.00396,-1.00714,0.00277,0.00903,-0.00161
1790228008.8106575,-0.01355,0.00791,-1.00627,0.00603,0.00922,0.00418
1790228008.930622,-0.00436,0.01392,-1.00561,0.00461,0.00709,-0.00308
1790228009.0305023,0.03843,0.03033,-1.01458,-0.01632,0.00661,0.05278
1790228009.1324406,-0.04684,0.01135,-1.01244,0.00156,-0.00701,0.01359
1790228009.2509758,0.01608,0.00727,-1.00428,-0.01643,0.01532,-0.0195
1790228009.3518562,-0.00696,0.06732,-0.99954,-0.03261,0.02598,-0.03773
1790228009.4507797,-0.02535,0.01638,-1.00221,-0.01105,-0.00772,-0.01929
1790228009.5708516,0.01468,-0.03644,-1.03208,0.00944,0.03025,0.00371
1790228009.674443,-0.02961,0.04392,-1.00857,0.00832,-0.00277,0.01706
1790228009.7706828,-0.01247,-0.04212,-1.01155,0.02294,-0.00872,0.10958
1790228009.871766,0.00249,-0.00689,-1.00654,-0.00503,0.00917,0.11327
1790228009.990575,0.00043,0.02452,-1.00824,0.00377,0.00628,0.00511
1790228010.113124,0.00095,0.01266,-1.0077,0.0033,0.00843,-9e-05
1790228010.2201197,0.00323,0.0279,-1.00692,0.00352,0.01066,-0.01807
1790228010.3334317,0.04165,0.03609,-1.0115,-0.00048,0.005,0.00358
1790228010.4406004,-0.04335,0.03025,-1.00411,0.01003,-0.00074,-0.06954
1790228010.5514982,0.04037,0.0554,-1.00508,-0.02145,0.01151,-0.00955
1790228010.6499088,0.02873,0.02701,-1.00323,-0.00195,0.00085,-0.01619
1790228010.7507286,-0.07412,0.01891,-1.00489,0.00559,0.01117,-0.03882
1790228010.8708546,0.07723,0.03419,-1.00533,0.00847,0.01338,0.02409
1790228010.9701579,-0.04445,-0.02091,-1.01626,0.01341,-0.02294,-0.00323
1790228011.0720844,-0.02857,0.07787,-1.00108,-0.02506,0.02292,-0.03618
1790228011.1712031,-0.01162,-0.0301,-1.00489,-0.00201,0.02673,-0.07532
1790228011.270166,-0.00387,0.03728,-1.00661,0.01316,0.00671,-0.01109
1790228011.37024,0.00322,0.01657,-1.00824,0.0042,0.01041,-0.01337
1790228011.4704306,0.02062,0.01893,-1.00838,0.00456,0.00904,-0.01893
1790228011.5924819,-0.03519,0.05342,-1.00838,-0.00182,0.00531,-0.04476
1790228011.7109256,-0.02781,0.04709,-1.00557,-0.01829,0.02162,0.00675
1790228011.8112085,0.06629,-0.01828,-1.01307,0.00493,-0.00824,-0.03787
1790228011.9100735,-0.06244,0.06741,-1.00335,-0.00357,0.01903,0.00413
1790228012.0310574,0.02217,0.03348,-1.00736,0.01062,0.01997,0.05849
1790228012.1337879,-0.07329,0.08565,-1.00738,-0.00648,0.01234,-0.03171
1790228012.252351,0.10281,0.03218,-1.00216,0.02285,0.00841,-0.06268
1790228012.372211,-0.06329,-0.02614,-1.01016,0.01686,-0.01596,-0.03444
1790228012.470577,-0.03108,0.033,-1.00909,-0.00043,0.02023,0.0013
1790228012.5905182,0.00495,-0.04534,-1.00673,0.01865,-0.00775,0.01555
1790228012.6899445,-0.00111,0.03914,-1.00535,0.00279,0.00361,-0.00626
1790228012.7904136,0.0003,0.00664,-1.00792,-0.0008,0.00537,0.00561
1790228012.89467,-0.0199,0.01562,-1.00671,0.00196,0.0093,0.00358
1790228012.9910674,-0.01924,0.01874,-1.00617,0.00735,0.00667,-0.00406
1790228013.1110406,-0.00992,0.01206,-1.00857,0.00499,0.00255,-0.00521
1790228013.2097845,0.01267,0.01819,-1.00586,0.00542,0.00377,-0.00484
1790228013.3104703,-0.01193,0.0137,-1.00396,-0.00017,0.00425,-0.00202
1790228013.4309301,0.00367,0.01546,-1.00832,0.0043,0.00787,0.0003
1790228013.5304205,-0.00656,0.01533,-1.00514,0.00366,0.00758,-0.0014
1790228013.6299944,-0.00671,0.01505,-1.00612,0.00028,0.01054,-0.00359
1790228013.7514052,0.00031,0.01493,-1.00755,0.00192,0.00919,0.00199
1790228013.8507638,-0.03418,0.10703,-1.00833,0.00258,0.00138,0.0259
1790228013.9507186,0.04943,0.07146,-1.00342,-0.02013,0.02455,0.04576
1790228014.053192,-0.00427,0.02356,-1.00905,0.00224,-0.02419,-0.04642
1790228014.1704116,0.01806,0.08463,-1.00863,-0.00987,0.02714,-0.01316
1790228014.270457,0.01217,0.04016,-1.00831,0.00883,-0.00495,-0.00951
1790228014.3709776,-0.07114,0.00362,-1.01162,0.01112,0.00019,0.02151
1790228014.472394,0.06209,-0.0498,-1.01262,0.00817,0.00785,-0.00387
1790228014.6115754,-0.04978,0.04497,-1.00534,0.00392,-0.00211,-0.01504
1790228014.7108192,-0.00166,-0.03723,-1.01462,-0.00948,-0.00971,-0.0468
1790228014.821154,0.0099,-0.00876,-1.00703,-0.00755,0.01931,0.02513
1790228014.9147928,0.01739,0.01213,-1.00692,0.00179,0.00645,0.00242
1790228015.010556,-0.00906,0.01535,-1.00678,-0.00059,0.00445,-0.00319
1790228015.1106493,-0.01014,0.01667,-1.0069,0.00129,0.00844,-0.00193
1790228015.2307975,0.0044,0.01874,-1.00717,0.00446,0.0091,0.00293
1790228015.330654,-0.00382,0.01287,-1.00709,0.00208,0.00772,0.00098
1790228015.4503796,-0.0082,0.01496,-1.00932,0.00316,0.00866,-0.00133
1790228015.5511396,-0.00422,0.01511,-1.00762,0.00227,0.00832,-0.00154
1790228015.6510537,-0.00236,0.01391,-1.00766,0.00134,0.00742,0.00058
1790228015.750806,-0.00648,0.01556,-1.00877,0.00133,0.00611,-0.00224
1790228015.8729315,-0.00395,0.01466,-1.00638,0.00075,0.00517,-0.0043
1790228015.970596,0.05562,0.23567,-0.99421,0.02354,0.00594,-0.30837
1790228016.113194,-0.05738,-0.0376,-1.00806,0.01209,0.03245,0.12894
1790228016.1936026,0.07981,0.05245,-1.01063,-0.00725,-0.002,-0.01764
1790228016.2914696,-0.10203,-0.00555,-1.00211,0.02227,-0.00484,-0.01172
1790228016.411035,0.06106,0.02446,-1.00718,0.00474,0.02397,-0.01433
1790228016.531063,0.00852,0.03383,-1.00595,0.01568,0.00212,0.01364
