unix_timestamp,tof1
1790136506.945951,879,0,0,0
1790136507.1683218,879,0,0,0
1790136507.3632727,880,0,0,0
1790136507.5616648,882,0,0,0
1790136507.790056,881,0,0,0
1790136507.9824278,880,0,0,0
1790136508.2064602,880,0,0,0
1790136508.4091237,880,0,0,0
1790136508.6216383,881,0,0,0
1790136508.821055,882,0,0,0
1790136509.0222423,892,0,0,0
1790136509.2361856,916,0,0,0
1790136509.4213974,938,0,0,0
1790136509.6413307,961,0,0,0
1790136509.8414996,981,0,0,0
1790136510.061519,1001,0,0,0
1790136510.2696989,1011,0,0,0
1790136510.490902,1027,0,0,0
1790136510.7077281,1040,0,0,0
1790136510.9049592,1046,0,0,0
1790136511.1053786,1046,0,0,0
1790136511.3213177,1044,0,0,0
1790136511.5223436,1044,0,0,0
1790136511.721859,1026,0,0,0
1790136511.927594,962,0,0,0
1790136512.1414876,927,0,0,0
1790136512.3428726,909,0,0,0
1790136512.5460815,894,0,0,0
1790136512.7617326,888,0,0,0
1790136512.9617076,883,0,0,0
1790136513.1828637,879,0,0,0
1790136513.382021,877,0,0,0
1790136513.6016011,874,0,0,0
1790136513.8019803,873,0,0,0
1790136514.0217216,876,0,0,0
1790136514.2220485,874,0,0,0
1790136514.421609,874,0,0,0
1790136514.642526,877,0,0,0
1790136514.8435988,895,0,0,0
1790136515.0578074,915,0,0,0
1790136515.267711,943,0,0,0
1790136515.4653125,966,0,0,0
1790136515.6677365,986,0,0,0
1790136515.8815162,1004,0,0,0
1790136516.0820434,1014,0,0,0
1790136516.2821267,1026,0,0,0
1790136516.4923558,1034,0,0,0
1790136516.6823223,1043,0,0,0
1790136516.9012263,1042,0,0,0
1790136517.106142,1041,0,0,0
1790136517.3215623,1041,0,0,0
1790136517.5214598,1039,0,0,0
1790136517.7422888,1044,0,0,0
1790136517.9419723,1039,0,0,0
