unix_timestamp,pitch_angle,yaw_angle,pitch_ground_angle,yaw_ground_angle
1790136507.801627,-0.3,0.0,0.0,1.3
1790136508.8414676,-0.3,0.0,0.0,1.3
1790136509.867894,-2.8,-21.0,-2.7,-19.6
1790136510.9217954,-3.1,-26.4,-3.0,-25.1
1790136511.9427967,-4.4,-16.1,-4.1,-14.5
1790136513.001706,-5.0,-1.0,-4.7,0.5
1790136514.0413985,-5.0,2.1,-4.7,3.7
1790136515.0811481,-4.4,22.2,-4.0,23.9
1790136516.105394,-3.5,34.7,-3.1,35.8
1790136517.1423542,-3.4,36.9,-3.0,38.1
